index	syllables	pieces	method	preview
2099	71	1	STAGE2_MANUAL	གལ་ཏེ་བདག་ལ་ཡོད་པའི་སྐྱོན་ནས་བརྗོད་པའམ་མེད་པའི་སྐྱོན་ནས་བརྗོ
2105	153	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། མགུ་བ་དང་ཁྲོ་བ་གང་སྣང་ཡང་ཆུ་ཚོད་གཅིག་ཙམ་དུ་ཡང་
2108	160	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བདག་ཀྱང་ད་ལྟ་ཡོན་ཏན་གྱི་མཐུ་མ་རྫོགས་ཏེ་མར་མེ་ར
2111	158	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་བྱིས་པ་འགའ་ཞིག་སྟེས་དབང་གིས་འགྲོགས་དགོས་
2114	147	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སོ་སྐྱེའི་སྤྱོད་པ་ཅན་གྱི་པཎྜི་ཏ་ལ་སོགས་ལས་ཆོས་
2117	64	1	STAGE2_MANUAL	ཞེས་བཤད་པ་ལྟར་ཆོས་ཐམས་ཅད་ནི་སྐད་ཅིག་མ་ཁོ་ནར་ཟད་ལ། སྔ་མ་ཡང་གཞ
2118	49	1	STAGE2_MANUAL	གཉིས་པ་རྙེད་སོགས་ལ་མ་ཆགས་པ་སྒྲུབ་པ་ལ་ལྔ། རྙེད་སོགས་ཀྱིས་ཕྱི་
2123	65	1	STAGE2_MANUAL	བདག་གི་ཡོན་ཏན་གྱི་ཁྱད་པར་བདེན་པའམ་བརྫུན་པ་ཡང་རུང་སྟེ་སྐྱེ་བོ
2127	54	1	STAGE2_MANUAL	བདེན་པའམ་མི་བདེན་པའི་སྐྱོན་ནས་བརྗོད་པ་ནི་སྨད་པ་སྟེ། ཆོས་བརྒྱ
2132	175	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཕྱིར་བདག་ཉིད་རྣམ་ཐོས་ཀྱི་བུའི་ལོངས་སྤྱོད་
2134	85	1	STAGE2_MANUAL	ཞེས་པ་ལྟར། རྙེད་བཀུར་ཇི་ཙམ་འཕེལ་བ་དེ་ཙམ་བརྒྱ་སྟོང་དུ་བསྒྱུར་
2140	64	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཚེ་བདག་གི་རྙེད་བཀུར་དང༌། བསྟོད་གྲགས་དེ་དག
2143	292	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཁྱད་པར་བསྟོད་སྨད་ནི། སྒྲ་ཙམ་དང༌། མིང་ཚིག་དང༌། 
2147	217	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་སེམས་ཅན་རྣམས་ནི་བསམ་པ་སྣ་ཚོགས་པས་མོས་པ་ཐ
2149	65	1	STAGE2_MANUAL	ཞེས་དང༌། འདིའི་སྒྱུ་མས་འཇིག་རྟེན་སླུས་སོ་ཞེས་སོགས་ཀྱང་སྒྲོག་
2155	42	1	STAGE2_MANUAL	ཞེས་པ་ལྟ་བུ་ཁོ་ན་ཡིན་ཏེ། དཔེར་ན། ཚེར་མ་དང་ཟྭ་ཚོད་ནི་རང་བཞིན་
2158	251	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བྱིས་པ་དེ་དག་གིས་བདག་ཉིད་ཀྱི་དོན་གྱི་མཆོག་ཚད་མ
2167	120	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་གང་ན་ལྗོན་ཤིང་གི་ཚོགས་པ་ཡོད་པ་ལ་ནགས་ཚལ་ཞ
2168	42	1	STAGE2_MANUAL	དེ་དག་ན་ནི་སྐྱེ་བོའི་རྒྱུན་ལུགས་ཀྱིས་དབེན་པས་བྱ་དང་རི་དྭགས་ད
2169	107	1	STAGE2_MANUAL	ཅི་དེ་དག་ན་གཅན་གཟན་གཏུམ་པོ་དག་ཡོད་པས་དེ་དག་ནི་འགྲོགས་ན་བདེ་བ
2173	142	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་དག་ཏུ་བྲག་གི་ཕུག་གམ་བྱ་སྐྱིབས་སོགས་དང༌། སྔོ
2176	118	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ནང་པའི་རབ་བྱུང་ལ་ལྷུང་བཟེད་དང༌། དཀའ་ཐུབ་པ་གཞན་
2179	56	1	STAGE2_MANUAL	ཞེས་གསུངས་པ་ལྟར་སྤྱོད་ཅིང༌། དབེན་པའི་གནས་དེ་ལྟ་བུ་ན་ནི་རང་ཉི
2180	43	1	STAGE2_MANUAL	དེ་ལྟར་གནས་སུའི་ཡང་མ་ཡིན་པ་རྣམས་སུ་ཟས་གོས་གང་བྱུང་གིས་ཆོག་ཤེ
2185	74	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དགོན་པའི་གནས་དེ་དག་ནི་དུར་ཁྲོད་དང་ཡང་མི་རིང་བ་
2187	44	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ལུས་མཛེས་ཤིང་བྱི་དོར་བྱས་པ་རྣམས་ཀྱང་གཅེར་བུར་ཕ
2189	42	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འདི་ལྟར་ལྷན་ཅིག་ཏུ་བྱུང་བའི་ཤ་རུས་ཀྱང་འགྱེས་ཤི
2191	91	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རོའི་རྗེས་སུ་འབྲང་བའི་བུ་ལ་སོགས་པ་དག་མྱ་ངན་དང་
2193	68	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མགྲོན་པོ་རྣམས་ལམ་དུ་ཞུགས་པ་ན་ཞག་སའི་གནས་སྔ་མ་ས
2196	128	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ལུས་སྙིང་པོ་མེད་པ་དང༌། ཚེ་ངེས་པ་མེད་པ་དང
2201	75	1	STAGE2_MANUAL	ཅེས་གསུངས་པ་ལྟར། འཆི་བ་ནི་གར་ཡང་འབྱུང་མོད་ཀྱང་འཆི་ཚུལ་ལ་ཁྱད་
2202	155	1	STAGE2_MANUAL	དབེན་པར་ཤི་བ་ནི་དེ་ལྟ་བུ་མ་ཡིན་ཏེ་དགྲ་གཉེན་སུ་ཡང་མེད་པས་ཆགས་
2204	94	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་རྣམ་པར་གཡེང་བ་ཐམས་ཅད་དོར་ཏེ་སྐྱེ་བོའི་རྒ
2212	86	1	STAGE2_MANUAL	འདིར་དོགས་པའི་གནས་འདི་ཡོད་དེ། ཤེར་ཕྱིན་གྱི་མདོ་ལས། སེམས་དབེན
2213	41	4	newline-expand	གང་ཞིག་དཔག་ཚད་ལྔ་བརྒྱ་ཡོད་པའི་རི་ཡི་སུལ།།
སྦྲུལ་གྱི་གང་བར་ལོ
2217	41	4	newline-expand	རྟག་ཏུ་གྲོང་དང་ཡུལ་འཁོར་གྲོང་རྡལ་གནས་བྱེད་ཅིང༌།།
སེམས་ཅན་སྨི
2218	69	1	STAGE2_MANUAL	ཞེས་བྱང་ཆུབ་ཀྱི་སེམས་དང་མ་བྲལ་བ་ལ་སེམས་ཀྱི་དབེན་པར་གསུངས་ནས་
2228	101	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་དབེན་པའི་ཡོན་ཏན་དེ་ལྟ་བུ་རིག་ནས་འཇིག་རྟེ
2230	96	1	STAGE2_MANUAL	ཕ་རོལ་ཏུ་ནི་དམྱལ་སོགས་འགྲུབ།། ཅེས་གསུངས་ཏེ། ཅིའི་ཕྱིར་འདོད་པ
2237	223	1	STAGE2_MANUAL	ཅི་ཕྱིར་མྱ་ངན་འདས་མི་འགྲོ། ཞེས་གསུངས་ཏེ། ཅི་འདོད་པའི་ཁམས་ཀྱི
2238	61	1	STAGE2_MANUAL	སེམས་ཅན་འདི་དག་བདག་གམ་བདག་གི་བ་ལ་ཞེན་ཞིང་ཆགས་པར་ནི་མཐོང་མོད་
2239	71	1	STAGE2_MANUAL	གཉིས་པ་བྱ་གཅན་གྱི་ཁ་ཟས་སུ་ལྟ་བ་ནི། གང་ཞིག་དང་པོ་འབད་དེ་བཏེག།
2241	70	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རྒྱ་གར་ན་ཡུལ་བཅོམ་བརླག་པ་རྣམས་རིགས་ཀྱི་བུད་མེད
2243	160	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ཙམ་གྱིས་འདོད་པ་དག་ནི་ཚྭ་ཆུ་འཐུངས་པ་འདྲ་བའི་
2245	67	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སྔོན་ནི་སྐྱེས་པ་གཞན་གྱིས་མིག་ཟུར་ཙམ་ལྟ་བ་ལ་ཡང་
2247	103	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་ཤི་བའི་རོ་ནི་བྱ་གཅན་གྱིས་ཟ་བ་འཇིག་རྟེན་ན
2251	123	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། སྔོན་ཆགས་པའི་གནས་ཡིན་ཡང་རོའི་གནས་སྐབས་སུ་འཇིགས
2255	81	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་ཆགས་པས་ཤིན་ཏུ་རྨོངས་པ་ཁྱོད་ནི་ཆག
2258	74	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་རེག་བྱ་འཇམ་པ་དང་རྙི་བ་ཙམ་འདི་ལ་དགའ་འོ་ཞེ
2260	321	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་བཤང་གཅི་ནི་མི་གཙང་ཞིང་དྲི་ང་བས་མི་འདོད་ད
2262	58	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཁྱོད་ཉིད་ཀྱི་ལུས་ཀྱང་འདི་ཁོ་ན་སྟེ་མི་གཙང་བ་ཐམས
2264	67	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཡང་ཤའི་རེག་བྱ་འཇམ་པ་འདོད་ཀྱི་ཤིང་བལ་གྱི་འཇམ་པོ
2266	81	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཡང་སེམས་དང་བཅས་པའི་ཤ་ལ་རེག་པར་འདོད་ཀྱི་སེམས་མེ
2268	93	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་གཞན་གྱི་ལུས་ཀྱི་མི་གཙང་བ་མི་ཤེས་
2273	54	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། བཤང་གཅི་དང་ངར་སྣབས་སོགས་ཅུང་ཟད་ལྷུང་བའི་ས་ཕྱོག
2276	101	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ས་ཕྱོགས་མི་གཙང་བས་ཅུང་ཟད་གོས་པ་འདོར་བ་འདི་དང་མ
2280	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རིགས་པ་གཞན་ཡང་ག་པུར་དང་ཙནྡན་ལ་སོགས་པ་དྲི་ཞིམ་པ
2284	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དང་པོར་པགས་པའི་ཁ་ཕྱེ་སྟེ་དབྲལ་བ་ཙམ་གྱིས་ཀྱང་དམ
2287	106	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་དྲི་བྱུགས་ཤིང་རྒྱན་གྱིས་བརྒྱན་པ་ལ་ཆགས་སོ
2293	93	1	STAGE2_MANUAL	ཅེས་ཀྱང་དགོངས་པ་སྟེ། གསེར་དང༌། བཻཌཱུརྱ་དང༌། མུ་ཏིག་ལ་སོགས་པའ
2296	146	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟར་ཁྲུས་དང་གོས་དང་དྲི་དང་རྒྱན་དང་བཅས་པའི་ཚ
2299	86	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་དུར་ཁྲོད་དུ་ཕྱིན་པས་རུས་གོང་གི་ཚོགས་ཀྱི
2302	113	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་བརྟགས་ན་འཇིགས་སུ་རུང་བ་དང་མི་གཙང་བའི་བུ
2307	430	1	STAGE2_MANUAL	ལོངས་སྤྱོད་ཡོད་ཀྱང་བྱིས་པའི་ཚེ་ན་ནི་ཤེད་མ་བྱེ་བས་གསོག་པ་དང་ས
2311	150	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཁ་ཅིག་ཚོང་དང་ནོར་བུ་ལེན་པའི་ཕྱིར་རྒྱ་མཚོར་འཇུག
2313	66	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བྲན་ཁ་ཅིག་རང་གི་ལུས་བཙོངས་པས་འཚོ་བར་བྱེད་ཅིང་ད
2321	83	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མདོར་ན་ལོངས་སྤྱོད་རྣམས་ནི་མཐོང་བའི་ཆོས་འདི་ལ་ཡ
2324	191	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཕྱི་ནང་གི་འདོད་པ་རྣམས་ལ་ནི་དེ་དག་ལ་སོགས་
2327	312	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། རྙེད་པ་དང་བཀུར་སྟི་དང་ཟས་གོས་གནས་མལ་འཁྲིག་པ་སོ
2329	46	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་མིའི་རྟེན་ལ་སྒྲུབ་པར་ནུས་ཤིང་ལྷ་དང་ཀླུ་ད
2334	79	1	STAGE2_MANUAL	དེ་ལྟར་གནས་སྐབས་སུ་སྡུག་བསྔལ་ཞིང་འབྲས་བུ་འཇིགས་སུ་རུང་བའི་ནོ
2336	161	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། འཆི་བ་དང་ལུས་འཇིགས་པའི་སྡུག་བསྔལ་སྐྱེས་པ་ལ་བསམ
2338	235	1	STAGE2_MANUAL	ཞེས་ལན་གཉིས་སུ་བཀའ་བསྩལ་པ། མི་ཞིག་གིས་ཐོས་ནས་སྦྲུལ་གདུག་དྲག་
2346	59	1	STAGE2_MANUAL	ཅེས་བུད་མེད་སེར་སྐྱ་མོ་ཞེས་བྱ་བ་ཞིག་ནམ་སྟོད་ལ་སྐྱེས་པ་འོང་དུ
2347	300	1	STAGE2_MANUAL	ཆུ་སྐྱར་ཞིག་གིས་ཉ་ཆེན་པོ་མགུལ་བར་མི་ཆུད་པ་ཞིག་ཁྱེར་བས་ཆུ་སྐྱ
2352	66	1	STAGE2_MANUAL	འདོད་ཆགས་ཀྱིས་ནི་ཡི་དྭགས་དུད་འགྲོར་འགྲོ། ཞེས་གསུངས་པ་ལྟར། འད
2357	418	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། འདི་ལྟར་གནས་པ་ནི་རྒྱལ་པོ་རྒྱལ་སྲིད་ལ་སྤྱོད་པའི
2362	201	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མིའི་རྒྱལ་པོ་ལྟ་ཞོག་བརྒྱ་བྱིན་གྱི་བདེ་བ་ལས་ཀྱང
2364	97	1	STAGE2_MANUAL	ཞེས་སྨྲས་པས་བརྒྱ་བྱིན་ལ་བྱིན་པ་ལྟ་བུ་ཆགས་པས་སེམས་ཆོག་མི་ཤེས་
2370	110	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་དབེན་པའི་ཕན་ཡོན་དང་གཡེང་བའི་ཉེས་དམིགས་ཇི
2372	44	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་བྱང་ཆུབ་ཀྱི་སེམས་ཁོ་ན་བསྒོམ་པར་བྱ་ལ་དེའི
2374	121	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ཇི་ལྟར་སྒོམ་ན་བདག་ཉིད་བདེ་བ་འདོད་ཅིང་སྡུག་བསྔལ
2379	154	1	STAGE2_MANUAL	ཐམས་ཅད་བདག་བཞིན་བདེ་བ་འདོད་མཉམ་གཅིག། ཅེས་གསུངས་ཏེ། ཅིའི་ཕྱིར
2382	25	2	citation-split	དེ་བཞིན་གཞན་གྱི་སྡུག་བསྔལ་དག།
བདག་ལ་འབབ་པར་མི་འགྱུར་ཡང༌།།
དེ
2383	137	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་གཞན་སྡུག་བསྔལ་ན་བསྔལ་དུ་ཟད་མོད་དེས་བདག་ལ
2384	63	1	STAGE2_MANUAL	གཉིས་པ་སྒོམ་ཚུལ་དངོས་ལ་བརྒྱད། ཇི་ལྟར་སྒོམ་པ་བཤད་པ། དེའི་རྒྱུ
2387	44	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་རིགས་པས་སྒྲུབ་པའི་ཕྱིར། གཞན་གྱི་ན་བའི་སྡུག་
2393	59	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། ཐམས་ཅད་རང་ལ་བདེ་བ་འདོད་ཅིང་སྡུག་བསྔལ་མི་འདོད་པ
2396	46	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་གཞན་གྱི་སྡུག་བསྔལ་སེལ་མི་དགོས་ཏེ་བདག་ལ་ད
2399	213	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་མ་འོངས་པའི་སྡུག་བསྔལ་དེས་བདག་ལ་ད་ལྟར་མི་
2402	79	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་ཡང་རང་གིས་རང་གི་སྡུག་བསྔལ་སེལ་རིགས་ཀྱི་གཞན
2405	56	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་དེ་དག་དཔྱད་ན་མི་རིགས་ཀྱང་བདག་དང་བདག་གིར་
2408	144	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་བདག་ལུས་སོ་སོ་བ་སོགས་ལ་དཔྱད་ན་མེད་ཀྱང་ལུ
2413	187	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཡང་དག་པར་ན་བདག་མི་དམིགས་པས་ལྟོས་ཟླ་གཞན་ཡ
2414	42	1	STAGE2_MANUAL	གསུམ་པ་རྩོད་སྤང་ལ་གསུམ། ཐམས་ཅད་ཀྱི་སྡུག་བསྔལ་ཟློག་མི་དགོས་པའ
2417	48	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སྡུག་བསྔལ་ཟློག་མི་རིག
2420	58	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་ཟློག་ན་སྙིང་རྗེ་སྒོམ་མི
2423	90	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། སྤྱིར་སྡུག་བསྔལ་ཡིན་ཡང་རང་གི་ད་ལྟའི་སྡུག་བསྔལ་
2425	74	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་སྔོན་དེ་བཞིན་གཤེགས་པ་རིན་ཆེན་པད་ཟླ་མངོན་
2426	139	1	STAGE2_MANUAL	དེའི་ལྷའི་མིག་གིས་བལྟས་ན་སངས་རྒྱས་ཀྱི་ཞིང་སྣ་ཚོགས་ནས་སེམས་ཅན
2427	323	1	STAGE2_MANUAL	ཉིན་བདུན་པ་ལ་རྒྱལ་པོ་དེ་བུ་དང་བུ་མོ་ལྔ་བརྒྱ་རེ་དང་བཙུན་མོའི་
2428	42	1	STAGE2_MANUAL	དེས་ན་ཆོས་སྨྲ་བ་དེས་གཞན་མང་པོའི་སྡུག་བསྔལ་ཟད་པར་བྱ་བའི་ཕྱིར་
2429	41	1	STAGE2_MANUAL	གསུམ་པ་ཕན་ཡོན་ལ་བཞི། གཞན་གྲོལ་བར་བྱེད་པའི་ཕན་ཡོན་དངོས་བཤད། ར
2432	50	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་ཀུན་རྫོབ་ཏུ་བདག་གཞན་མཉམ་པ་དང་དོན་དམ་དུ་
2436	42	1	STAGE2_MANUAL	དེ་ལྟར་ཤིན་ཏུ་ཡང་རིགས་ཏེ་སུ་ཡང་སྒྲོལ་བར་མི་བྱེད་པའི་གྲུ་ལ་སྙ
2439	79	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེ་ལྟར་ཉིན་རེས་ཀྱང་སེམས་ཅན་མཐའ་ཡས་པ་སྒྲོལ་བར་བ
2446	147	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ཡང་བདག་མེད་སྒོམ་པ་ནི་ཆོས་ཀྱི་མཆོག་ཡིན་ལ་བདག
2449	54	1	STAGE2_MANUAL	དེ་ཡང་གཞན་ཕའི་ཁུ་བ་དང་མའི་ཁྲག་གི་ཐིགས་པ་འདྲེས་པའི་གོང་བུ་སྨི
2451	64	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། སེམས་ཁྱོད་ཀྱིས་སེམས་ཅན་གཞན་འདི་རྣམས་ལ་ཡང་བདག་ཏ
2456	41	1	STAGE2_MANUAL	དང་པོ་ལ་དྲུག གོམས་ན་གཞན་ལ་ཡང་བདག་གི་བློ་སྐྱེ་ནུས་པར་བསྟན། དེ
2459	93	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། གལ་ཏེ་གཞན་མང་པོ་ཡིན་ན་དེ་དང་བདག་གཅིག་པུ་རྗེ་བར
2462	45	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལན་གཅིག་སྐྱེས་པས་ཆོག་གམ་སྙམ་ན་ཡང་ཡང་གོམས་པར
2465	82	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟར་སྔར་གཞན་དུ་བཟུང་བ་དེ་ཁོ་ན་ལ་གཅེས་པར་འཛི
2468	91	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གོམས་པ་དེ་ཡང་དང་པོར་མེ་ཆུང་ངུ་ནས་གསོ་བ་ལྟར་ཆུང
2471	93	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། འགྲོ་བའི་སྡུག་བསྔལ་ཆུང་ངུ་ནས་བསལ་དགོས་ཤིང་སེལ་
2472	147	1	STAGE2_MANUAL	བདག་གི་མིང་གང་གིས་ཐོས་པ་ལ་ངན་འགྲོའི་འཇིགས་པ་མེད་པ་དང༌། མི་ཁོ
2473	46	1	STAGE2_MANUAL	ཞེས་གསུངས་ཤིང༌། གཞན་ཡང་བརྩོན་དུ་བཅིངས་པས་དེའི་མཚན་དྲན་ན་སྒྲོ
2474	48	1	STAGE2_MANUAL	དེས་ན་འཁོར་གྱིས་བག་ཚ་བའི་འཇིགས་པ་ཙམ་ལས་ཀྱང་སྐྱོབ་པར་སྨོན་ལམ་
2477	109	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གཞན་ལ་གཅེས་པར་འཛིན་པ་ནི་དཀའོ་སྙམ་ན་མི་དཀའ་སྟེ།
2478	76	1	STAGE2_MANUAL	དེས་ན་རིགས་དེ་གསལ་གདབ་པར་ནུས་པའི་ཕྱིར་དང་ཆོས་ཐམས་ཅད་ནི་གོམས་
2484	170	1	STAGE2_MANUAL	སྙིང་རྗེའི་བློ་ཅན་སེམས་ཅན་ཐམས་ཅད་བསྐྱབ་པར་འདོད་པ་དེས་ཀྱང་འདི
2488	193	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། བློ་ཆུང་ངུ་ཁ་ཅིག་བདག་གི་ལུས་ནི་ཤིན་ཏུ་གཅེས་པས་
2493	53	1	STAGE2_MANUAL	དཀོན་མཆོག་གི་དཀོར་རྐུ་ཞིང་འཕྲོག་པ་སོགས་ལྕི་བའི་སྡིག་པ་བྱེད་ལ
2499	49	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེའི་ཕྱིར་འདི་གཞན་ལ་བྱིན་ན་དེའི་འོག་ཏུ་བདག་ཅི་
2500	140	1	STAGE2_MANUAL	གལ་ཏེ་འདི་བདག་ཉིད་ཀྱིས་ལོངས་སྤྱད་ན་གཞན་ལ་ཅི་ཞིག་སྦྱིན་ཞེས་སེ
2501	55	1	STAGE2_MANUAL	གསུམ་པ་བརྗེས་པའི་ཕན་ཡོན་དང་མ་བརྗེས་པའི་ཉེས་དམིགས་ལ་ལྔ། བདག་ག
2504	120	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། མདོར་ན་བདག་ཉིད་གཅེས་པར་བཟུང་བ་ཁོ་ནས་མཐོང་བ་དང་
2508	138	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། བདག་གི་དོན་དུ་གཞན་བྲན་དུ་བཀོལ་བ་སོགས་ནི་ད་ལྟ་མ
2509	71	1	STAGE2_MANUAL	འདི་ནི་མཐོང་ཆོས་ལ་ཡང་འབྱུང་བ་ཡོད་དེ། ཞིང་དཔོན་མང་བཀུར་གྱི་རྒ
2511	183	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མདོར་ན་འཇིག་རྟེན་ན་བདེ་བ་ཇི་སྙེད་པ་ནི་གཞན་བདེ་
2513	54	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། མདོར་ན་མང་དུ་བཤད་ཅི་དགོས་ཏེ་བྱིས་པ་རྣམས་རང་དོན
2516	52	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་བདག་གི་བདེ་བ་གཞན་ལ་གཏོང་ཞིང་གཞན་གྱི་སྡུག
2517	182	1	STAGE2_MANUAL	སངས་རྒྱས་མ་ཐོབ་ཀྱང་ཉན་རང་གི་ཐར་པ་ཡོད་དོ་སྙམ་ན། གནས་སྐབས་ཐེག་
2520	60	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་མོད་ཀྱི་འཇིག་རྟེན་ཕ་རོལ་ལྟ་ཞོག་མཐོང་ཆོས་
2526	58	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེས་ན་ཉེས་སྐྱོན་ཐམས་ཅད་ནི་བདག་གཅེས་འཛིན་ལས་བྱུ
2533	72	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། དེ་ལྟ་བས་ན་བདག་གཞན་ཐམས་ཅད་ཀྱི་ཉེས་པ་དང་སྡུག་བས
2536	47	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། སེམས་ཁྱོད་ད་ནི་སེམས་ཅན་ཐམས་ཅད་ལ་བྱིན་ཟིན་གྱིས་
2539	106	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། གལ་ཏེ་སྔར་གྱི་བདག་འཛིན་ངན་པ་གོམས་པས་སེམས་བདག་ཉ
2541	84	1	STAGE2_MANUAL	ཅེས་གསུངས་ཏེ། དེས་ན་སྔར་བདག་ཏུ་བཟུང་བའི་ལུས་སེམས་གང་ལ་བྱིན་པ
2542	54	1	STAGE2_MANUAL	གཉིས་པ་རྒྱས་བཤད་ལ་བཞི། སེམས་ཅན་གཞན་བདག་ཏུ་བྱས་ནས་ལུས་སེམས་ལ་
2546	253	1	STAGE2_MANUAL	ཞེས་གསུངས་ཏེ། ད་ནི་དེ་ལག་ཏུ་བླང་བའི་ཕྱིར་སྔར་ཐོག་མེད་ནས་བདག་
